# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/zootermopsis_nevadensis_genome/GCA_000696155.1_ZooNev1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR3139733_dupsRemoved.bam" "SRR3139734_dupsRemoved.bam" "SRR3139735_dupsRemoved.bam" "SRR3139736_dupsRemoved.bam" "SRR3139737_dupsRemoved.bam" "SRR3139738_dupsRemoved.bam" "SRR3139739_dupsRemoved.bam" "SRR3139740_dupsRemoved.bam" "SRR3139741_dupsRemoved.bam" "SRR3139742_dupsRemoved.bam" "SRR3139743_dupsRemoved.bam" "SRR3139744_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3139733_dupsRemoved.bam	SRR3139734_dupsRemoved.bam	SRR3139735_dupsRemoved.bam	SRR3139736_dupsRemoved.bam	SRR3139737_dupsRemoved.bam	SRR3139738_dupsRemoved.bam	SRR3139739_dupsRemoved.bam	SRR3139740_dupsRemoved.bam	SRR3139741_dupsRemoved.bam	SRR3139742_dupsRemoved.bam	SRR3139743_dupsRemoved.bam	SRR3139744_dupsRemoved.bam
gene2875	KK852530.1	2522606	2522941	+	336	0	0	0	0	0	0	0	0	0	1	0	0
gene2876	KK852530.1	2531853	2640141	-	108289	1033	305	843	385	471	1049	511	167	371	516	441	295
gene2877	KK852530.1	2821811	2822293	+	483	51	16	38	34	43	52	40	30	18	75	38	29
gene2878	KK852530.1	2832709	2847898	+	15190	33	18	23	21	16	38	16	8	12	23	32	21
gene2879	KK852530.1	2894248	2899975	-	5728	2141	547	1177	824	1119	807	1199	742	908	489	589	651
gene2880	KK852530.1	2903301	2925925	-	22625	2176	554	1397	1080	1164	1145	1607	1002	1040	1564	1101	902
gene2881	KK852530.1	2926220	2929015	+	2796	3219	766	1874	1468	1658	1498	2239	1259	1757	1674	1378	1036
gene2882	KK852530.1	2935888	2942614	-	6727	1667	724	1303	944	895	1507	1105	721	539	1345	1256	1304
gene2883	KK852530.1	2949632	2953044	-	3413	1370	4	684	0	2	24	939	57	680	11	1	2
gene2884	KK852530.1	2957601	2957930	-	330	24	7	18	6	2	10	20	5	5	15	1	4
gene2885	KK852530.1	2964540	3041881	-	77342	285	100	247	93	68	286	184	49	172	397	57	83
gene2886	KK852530.1	3061256	3061750	+	495	9	11	8	8	19	9	4	3	2	17	12	8
gene2887	KK852531.1	8224	25827	-	17604	1202	407	852	356	443	816	1153	464	522	721	692	911
gene2888	KK852531.1	62723	127720	-	64998	1006	347	892	475	569	907	641	290	539	739	413	468
gene2889	KK852531.1	99414	99833	+	420	0	0	0	0	0	0	0	0	0	0	0	0
gene2890	KK852531.1	123367	123842	+	476	0	0	0	0	0	0	0	0	0	0	0	0
gene2891	KK852531.1	138122	159077	+	20956	1201	457	1373	822	1041	1387	979	645	627	1598	1853	887
gene2892	KK852531.1	204932	243020	-	38089	1139	341	898	582	770	845	678	504	469	675	531	496
gene2893	KK852531.1	246011	246493	+	483	39	18	24	34	28	47	13	17	11	10	9	23
gene2894	KK852531.1	250850	298527	-	47678	1878	671	1506	1189	1357	1582	1140	723	753	1104	909	1010
gene2895	KK852531.1	287601	288086	+	486	0	0	0	0	0	0	0	0	0	0	0	0
gene2896	KK852531.1	459101	461640	-	2540	21	132	15	274	58	45	5	11	5	744	7	15
gene2897	KK852531.1	483076	510688	+	27613	43	32	31	27	48	42	28	17	20	32	22	22
gene2898	KK852531.1	514754	515217	-	464	0	2	0	0	0	0	0	0	0	1	0	0
gene2899	KK852531.1	520977	523778	+	2802	0	9	0	8	1	6	0	0	0	31	0	0
gene2900	KK852531.1	534053	534466	+	414	0	1	0	3	0	0	0	0	0	12	0	0
gene2901	KK852531.1	540796	543605	+	2810	1	28	1	25	0	12	0	0	0	157	0	1
gene2902	KK852531.1	558770	560904	+	2135	0	45	0	31	2	21	0	0	0	240	0	0
gene2903	KK852531.1	568015	568317	+	303	0	0	0	1	0	1	0	0	1	0	0	0
gene2904	KK852531.1	696310	697224	-	915	0	0	0	0	0	0	0	0	0	0	0	0
gene2905	KK852531.1	696499	697728	+	1230	0	0	0	0	0	0	0	0	0	0	0	0
gene2906	KK852531.1	783215	793135	+	9921	2244	1260	1834	1205	1687	1939	1953	1152	983	1515	912	2484
gene2907	KK852531.1	929419	930106	-	688	0	2	0	0	0	0	0	0	0	0	0	1
gene2908	KK852531.1	994704	995161	-	458	3	3	4	0	3	5	1	0	2	0	0	0
gene2909	KK852532.1	19679	20443	-	765	7	3	9	3	2	8	5	6	2	11	6	5
gene2910	KK852532.1	84349	194591	-	110243	272	67	285	37	52	216	190	32	139	81	390	121
gene2911	KK852532.1	493825	550150	-	56326	52	17	64	6	19	53	30	15	39	21	42	17
gene2912	KK852532.1	564531	569671	-	5141	844	179	511	282	248	346	568	306	483	389	272	294
gene2913	KK852532.1	571170	581907	+	10738	3343	1127	2279	1424	1848	2124	2117	1037	1166	1292	1520	1700
gene2914	KK852532.1	584311	586398	-	2088	2151	558	1039	1307	1501	983	1280	1219	1113	2064	918	1075
gene2915	KK852532.1	592378	593136	-	759	18	0	10	0	0	0	5	1	7	0	0	1
gene2916	KK852532.1	602320	606080	+	3761	9	1	6	1	0	2	5	0	2	0	0	3
gene2917	KK852532.1	610138	611344	-	1207	154	443	621	12	5	790	306	80	35	161	0	1089
gene2918	KK852532.1	620077	697114	+	77038	458	153	298	402	873	402	273	202	212	421	150	177
gene2919	KK852532.1	683257	685994	-	2738	0	0	0	0	0	0	0	0	0	0	0	0
gene2920	KK852532.1	699931	705829	+	5899	1700	416	914	487	855	764	1029	438	738	469	523	551
gene2921	KK852532.1	705392	705610	-	219	0	0	0	0	0	0	0	0	0	0	0	0
gene2922	KK852532.1	733563	733709	-	147	12	3	21	2	7	37	3	2	2	5	4	4
gene2923	KK852532.1	734040	739693	-	5654	129	23	373	47	128	442	80	21	65	68	62	27
gene2924	KK852532.1	770555	814285	-	43731	269	116	373	121	511	444	92	27	65	108	124	90
gene2925	KK852532.1	828543	834266	-	5724	1	0	7	1	4	5	1	5	0	4	26	0
gene2926	KK852532.1	847954	848458	+	505	132	43	104	53	100	66	100	41	44	67	93	89
gene2927	KK852532.1	857100	865425	-	8326	310	86	170	87	107	193	153	119	73	81	58	82
gene2928	KK852532.1	905488	907157	+	1670	43	5	20	23	23	18	21	26	19	19	35	8
gene2929	KK852532.1	914998	930025	-	15028	333	200	329	136	565	416	122	1068	89	1167	52	200
gene2930	KK852532.1	1057790	1057993	-	204	0	0	0	0	0	1	0	0	0	0	0	0
gene2931	KK852532.1	1063377	1063580	-	204	0	0	0	0	0	0	0	0	0	1	1	0
gene2932	KK852532.1	1096407	1119108	+	22702	239	11	122	10	18	23	122	26	102	35	9	8
gene2933	KK852532.1	1180760	1203294	+	22535	775	243	349	670	735	468	541	1049	369	857	155	333
gene2934	KK852533.1	13785	14444	+	660	1253	238	704	509	515	371	706	199	523	164	223	107
gene2935	KK852533.1	55348	55662	+	315	3	1	3	2	4	11	3	0	1	4	10	1
gene2936	KK852533.1	95003	96556	-	1554	1	1	5	0	0	2	0	1	3	0	1	2
gene2937	KK852533.1	148268	151643	+	3376	11	4	4	3	5	8	9	9	3	6	233	4
gene2938	KK852533.1	154222	161256	-	7035	378	156	267	180	311	278	249	203	125	237	237	202
gene2939	KK852533.1	165935	170592	+	4658	11	0	2	25	4	3	3	2	4	4	169	3
gene2940	KK852533.1	174065	180368	+	6304	562	181	334	353	349	245	475	337	317	409	460	285
gene2941	KK852533.1	186833	195890	-	9058	304	92	247	57	112	184	199	37	154	111	54	56
gene2942	KK852533.1	201133	219809	-	18677	1395	459	1679	451	585	1695	954	248	590	889	577	811
gene2943	KK852533.1	228378	232840	+	4463	88	49	83	88	65	92	64	98	47	201	51	70
gene2944	KK852533.1	240198	241838	-	1641	227	100	143	136	235	178	178	119	108	272	111	110
gene2945	KK852534.1	25784	26308	+	525	27	28	58	44	45	96	12	13	15	109	48	42
gene2946	KK852534.1	46929	47351	-	423	2	0	6	2	3	7	1	0	2	3	1	1
gene2947	KK852535.1	2625	15170	+	12546	7	6	11	1	8	13	7	2	7	8	1	2
gene2948	KK852535.1	6029	6205	-	177	0	0	0	0	0	0	0	0	0	0	0	0
gene2949	KK852535.1	18240	28100	+	9861	16	5	17	7	10	11	32	56	7	16	4	24
gene2950	KK852535.1	29237	44180	-	14944	73	30	58	44	38	69	54	51	30	43	29	21
gene2951	KK852535.1	45851	55526	-	9676	18	2	9	1	4	2	16	4	17	4	0	2
gene2952	KK852535.1	58628	64766	-	6139	2462	414	1084	396	396	737	2195	653	1833	509	544	688
gene2953	KK852535.1	65733	72883	-	7151	1373	188	1077	126	117	560	1117	101	854	171	291	372
gene2954	KK852536.1	133749	134102	-	354	21	28	35	35	12	37	22	21	10	12	18	25
gene2955	KK852536.1	216913	218808	+	1896	3	0	3	0	3	1	4	0	1	6	2901	0
gene2956	KK852536.1	231990	232796	+	807	19	3	13	6	11	31	5	4	3	10	1013	6
gene2957	KK852536.1	232804	233442	+	639	13	5	9	5	9	25	6	10	4	13	1200	8
gene2958	KK852536.1	286678	300352	-	13675	126	93	149	97	60	223	77	30	24	45	80	83
gene2959	KK852536.1	312422	317216	-	4795	451	121	234	147	184	194	236	158	210	136	107	154
gene2960	KK852536.1	319650	321035	-	1386	1273	235	657	256	404	401	903	332	624	261	274	366
gene2961	KK852536.1	321768	326159	+	4392	1225	410	668	898	1083	615	779	1031	517	834	680	645
gene2962	KK852536.1	329452	330098	+	647	140	33	88	84	107	79	109	36	69	109	49	53
gene2963	KK852537.1	57033	57338	-	306	0	0	0	0	0	0	0	0	1	0	0	0
gene2964	KK852537.1	89275	89484	-	210	2	0	1	1	1	2	0	1	0	1	0	0
gene2965	KK852538.1	935	1633	+	699	40	38	15	32	45	42	45	97	4	196	96	63
gene2966	KK852538.1	102951	106207	+	3257	94	28	96	13	15	109	177	52	33	74	16	101
gene2967	KK852538.1	107796	115837	-	8042	449	238	397	445	277	565	1062	850	332	1069	209	1140
gene2968	KK852538.1	143559	149596	-	6038	120	58	136	57	86	170	67	25	56	51	71	80
gene2969	KK852538.1	151448	160079	+	8632	1617	458	1507	512	592	1309	1096	324	705	732	506	586
gene2970	KK852538.1	174151	174501	+	351	231	90	266	241	272	263	127	79	99	321	155	156
gene2971	KK852538.1	180049	184286	+	4238	1014	511	621	1532	1636	748	676	1468	651	2196	809	768
gene2972	KK852538.1	187749	190192	+	2444	18	2	10	6	19	18	11	4	6	14	5	14
gene2973	KK852538.1	219013	219495	+	483	15	0	11	11	11	3	11	4	9	10	5	4
gene2974	KK852538.1	252781	258788	+	6008	54	13	35	44	81	44	30	35	42	62	31	29
gene2975	KK852538.1	268881	273737	-	4857	67	8	52	26	35	33	51	29	53	50	12	22
gene2976	KK852538.1	274096	340659	+	66564	979	407	830	1074	1134	1003	732	886	713	1431	556	670
gene2977	KK852538.1	390580	393043	+	2464	11	4	6	11	7	10	12	4	6	15	9	4
gene2978	KK852538.1	418538	418945	+	408	5	2	4	7	10	10	7	7	4	12	6	4
gene2979	KK852538.1	448774	449187	+	414	267	96	187	95	131	195	159	86	87	83	218	132
gene2980	KK852538.1	455368	455718	+	351	23	12	22	14	36	16	14	7	12	25	22	18
gene2981	KK852538.1	469902	470240	+	339	1	1	4	2	3	7	4	2	3	11	7	2
gene2982	KK852538.1	474476	474814	+	339	6	2	5	4	5	7	4	2	4	3	5	3
gene2983	KK852538.1	476536	476886	+	351	16	5	12	0	8	20	13	3	7	10	9	6
gene2984	KK852538.1	514492	524045	+	9554	65	43	69	89	69	81	72	63	46	142	69	68
gene2985	KK852538.1	539346	539672	+	327	6	1	4	3	5	3	3	2	2	8	6	7
gene2986	KK852538.1	602333	602536	+	204	8	6	7	9	10	11	3	11	7	16	6	5
gene2987	KK852538.1	947301	948840	+	1540	81	270	160	188	128	209	37	16	79	397	15	73
gene2988	KK852538.1	1079168	1079485	-	318	4	2	3	5	7	3	0	0	2	1	0	2
gene2989	KK852539.1	535464	545083	-	9620	822	325	650	650	573	663	488	318	325	602	912	383
gene2990	KK852539.1	558421	573738	-	15318	960	354	1411	446	614	1573	509	396	387	604	484	437
gene2991	KK852539.1	573982	581779	+	7798	1306	430	1317	357	552	1341	925	365	400	513	697	951
gene2992	KK852539.1	595405	607622	+	12218	2884	1342	2624	1137	884	3206	2187	588	622	931	885	2021
gene2993	KK852539.1	610833	616028	+	5196	5349	2035	3176	3021	3887	3433	3925	4291	2129	3127	3295	3949
gene2994	KK852539.1	617657	618964	-	1308	2763	252	1165	49	93	375	1476	253	1295	25	770	287
gene2995	KK852539.1	629055	634570	+	5516	457	156	510	112	187	483	252	46	154	140	186	204
gene2996	KK852539.1	640707	644672	+	3966	1107	333	696	496	693	539	713	697	573	543	565	579
gene2997	KK852539.1	645398	649049	+	3652	1006	283	561	437	839	477	708	682	465	487	607	469
gene2998	KK852539.1	650861	654603	+	3743	718	284	519	451	523	555	663	1133	358	988	570	998
gene2999	KK852539.1	656318	663753	+	7436	1471	333	909	415	490	520	885	274	734	335	381	276
gene3000	KK852539.1	699696	849259	+	149564	62486	36531	91241	51489	60033	99666	30033	35296	18988	61689	48912	34403
gene3001	KK852539.1	762000	763004	-	1005	0	0	0	0	0	0	0	0	0	0	0	0
gene3002	KK852539.1	853663	857305	+	3643	869	267	650	301	385	685	622	320	328	403	450	627
gene3003	KK852539.1	862223	872969	+	10747	3974	1512	2348	1380	1659	2809	5743	3079	1440	2707	1883	6169
gene3004	KK852539.1	875522	884867	+	9346	678	230	467	476	396	623	455	335	237	573	186	317
gene3005	KK852539.1	889185	898142	+	8958	976	135	527	257	284	271	605	251	522	379	220	193
gene3006	KK852539.1	903333	909726	+	6394	174	91	176	162	166	160	143	105	98	263	101	97
gene3007	KK852540.1	71002	82221	-	11220	1295	236	839	283	307	590	806	278	584	577	635	462
gene3008	KK852540.1	84587	96841	-	12255	2420	528	1498	1142	1308	1150	1420	777	905	1500	1221	795
gene3009	KK852540.1	98613	102934	-	4322	996	252	530	438	464	379	564	429	414	300	300	286
gene3010	KK852540.1	125361	125480	-	120	91	40	215	46	78	168	12	10	8	36	21	13
gene3011	KK852540.1	139444	139641	-	198	6	3	7	6	5	5	4	3	2	12	0	5
gene3012	KK852540.1	140688	172980	-	32293	3043	1189	1477	2687	1893	1513	1856	2195	987	1674	176	1350
gene3013	KK852540.1	178450	178692	+	243	24	12	10	25	22	21	21	15	8	21	13	12
gene3014	KK852540.1	182627	182752	-	126	1	1	0	2	3	0	2	2	4	4	0	2
gene3015	KK852540.1	187947	188096	-	150	1	0	1	0	0	0	3	1	1	7	1	0
gene3016	KK852540.1	260261	262462	-	2202	56	20	30	46	47	21	38	34	12	36	10	13
gene3017	KK852540.1	262741	272397	+	9657	971	398	950	618	549	1024	718	354	415	844	542	455
gene3018	KK852540.1	276825	281161	-	4337	2642	966	1608	1006	1376	1444	2539	2889	1146	1639	1202	2283
gene3019	KK852540.1	287105	304611	-	17507	14356	8121	12160	7358	5441	14059	7743	3770	3220	7460	3890	7647
gene3020	KK852540.1	330031	330420	+	390	2	2	2	1	0	3	0	1	2	2	6	0
gene3021	KK852540.1	419608	422011	-	2404	200	78	132	59	65	228	84	102	53	47	53	81
gene3022	KK852540.1	424022	427198	-	3177	32	15	22	17	20	40	9	576	11	25	49	13
gene3023	KK852540.1	451973	472867	-	20895	6635	3460	3600	9417	6968	4864	4125	6853	4072	6569	4059	4181
gene3024	KK852540.1	455232	456024	+	793	0	0	0	0	0	0	0	0	0	0	0	0
gene3025	KK852541.1	16675	23591	-	6917	240	86	214	62	51	181	182	76	121	176	100	102
gene3026	KK852541.1	130383	131516	-	1134	57	13	94	6	22	112	48	20	31	69	39	20
gene3027	KK852541.1	141685	142126	+	442	3	3	4	1	5	5	2	2	0	6	4	1
gene3028	KK852541.1	329089	331732	+	2644	416	180	271	470	536	263	380	770	219	667	417	390
gene3029	KK852541.1	336141	336899	-	759	2	386	5	578	32	114	2	1	1	1869	11	2
gene3030	KK852541.1	339709	340377	-	669	15	532	13	1142	64	118	4	8	5	3048	11	5
gene3031	KK852541.1	351679	362548	+	10870	10	41	15	54	18	56	10	5	5	303	7	11
gene3032	KK852541.1	367207	372626	+	5420	580	274	385	603	717	410	356	596	191	542	365	386
gene3033	KK852541.1	399080	400125	-	1046	6	0	0	0	0	0	2	0	3	0	0	0
gene3034	KK852541.1	505338	505765	-	428	0	0	0	0	0	0	0	0	0	1	0	0
gene3035	KK852541.1	554579	554812	+	234	1	1	0	0	1	0	0	0	0	0	0	1
gene3036	KK852541.1	622232	625606	-	3375	56	27	22	17	24	63	45	87	4	103	10	112
gene3037	KK852541.1	778270	789268	+	10999	36	20	33	11	12	19	36	17	25	32	7	16
gene3038	KK852541.1	839766	841318	+	1553	47	10	23	2	2	15	23	3	24	12	1	1
gene3039	KK852541.1	867049	868195	+	1147	3	2	1	2	2	3	0	2	1	5	2	3
gene3040	KK852541.1	926635	937789	-	11155	1032	853	749	1375	964	976	579	570	426	3144	677	675
gene3041	KK852541.1	951819	955982	-	4164	1241	412	701	793	951	710	647	836	418	632	695	714
gene3042	KK852541.1	1009067	1010587	+	1521	40	12	39	18	12	47	16	5	16	25	15	9
gene3043	KK852541.1	1104702	1105187	+	486	0	2	5	0	1	5	0	0	5	1	0	1
gene3044	KK852541.1	1260449	1260878	+	430	5	6	5	5	4	3	7	2	2	1	4	3
gene3045	KK852541.1	1531623	1532288	+	666	9	4	13	2	13	19	7	2	2	10	7	1
gene3046	KK852541.1	1721154	1721966	-	813	12	1	7	1	17	1	3	0	0	0	0	0
gene3047	KK852542.1	463	10558	-	10096	902	293	638	444	458	406	511	234	426	717	177	227
gene3048	KK852542.1	10792	15631	+	4840	962	384	532	922	1304	619	370	256	209	418	541	301
gene3049	KK852542.1	27807	91423	-	63617	8594	2977	6262	6036	7691	6881	4174	3610	2694	4103	3764	3955
gene3050	KK852542.1	103809	111890	-	8082	302	145	388	178	208	387	220	136	141	347	228	242
gene3051	KK852542.1	113519	116375	+	2857	583	113	386	225	485	255	352	264	231	213	316	184
gene3052	KK852542.1	125221	161572	-	36352	1361	50	849	25	35	126	1054	76	773	59	1086	111
gene3053	KK852542.1	177773	184513	-	6741	176	79	234	110	114	203	101	20	56	181	67	51
gene3054	KK852542.1	191313	191666	-	354	83	29	89	21	18	87	52	2	27	41	22	14
gene3055	KK852542.1	443756	444037	+	282	84	27	33	24	26	49	27	30	13	12	380	41
gene3056	KK852542.1	473786	478598	+	4813	18	9	19	21	19	28	7	12	6	6	389	6
gene3057	KK852542.1	482865	484972	+	2108	2	2	0	0	2	0	1	0	0	0	8	1
gene3058	KK852542.1	487133	487480	-	348	19	0	11	0	1	1	11	1	12	0	0	0
gene3059	KK852542.1	489595	490925	+	1331	0	0	0	0	1	0	0	0	1	0	6	0
gene3060	KK852542.1	496106	500149	-	4044	7	4	3	1	0	6	5	2	9	1	83	3
gene3061	KK852542.1	512133	512741	+	609	13	11	18	0	1	21	9	1	11	0	3	7
gene3062	KK852542.1	519727	524040	+	4314	19	1	7	10	2	16	4	2	3	1	18	0
gene3063	KK852542.1	527818	530775	+	2958	17	10	10	11	15	9	12	10	7	7	1342	8
gene3064	KK852542.1	535235	539617	+	4383	58	17	17	16	7	34	20	22	14	21	22	10
gene3065	KK852542.1	550823	553860	+	3038	9	1	4	2	3	4	4	1	3	4	442	2
gene3066	KK852542.1	593148	625618	+	32471	101	15	48	17	18	10	75	25	70	34	31665	18
gene3067	KK852542.1	633843	636571	-	2729	6	2	7	2	4	11	4	4	7	4	894	4
gene3068	KK852542.1	650391	736498	-	86108	662	47	330	40	58	93	613	57	476	58	20	32
gene3069	KK852542.1	800919	807762	-	6844	3838	1377	2321	2856	3408	2322	2102	2539	1037	3148	1489	2040
gene3070	KK852542.1	822124	829013	+	6890	2707	1147	1479	1855	1926	2394	1101	2029	852	1809	4841	2505
gene3071	KK852542.1	831119	964672	-	133554	3064	1377	3221	2086	2070	3496	2115	1752	1212	3295	9011	1973
gene3072	KK852542.1	891496	891825	+	330	0	0	0	0	0	0	0	0	0	0	0	0
gene3073	KK852542.1	894107	903555	+	9449	0	0	0	0	0	0	0	0	0	0	0	0
gene3074	KK852542.1	922768	927361	+	4594	0	0	0	0	0	0	0	0	0	0	0	0
gene3075	KK852542.1	983242	988335	-	5094	1827	212	911	353	245	297	1362	300	1274	688	123	130
gene3076	KK852542.1	999751	1005298	+	5548	2330	848	1443	1527	1595	1433	1366	978	848	875	855	1082
gene3077	KK852542.1	1010858	1066655	-	55798	4517	1897	3555	2112	2120	4179	2630	1222	1694	2275	2679	2353
gene3078	KK852542.1	1081835	1127038	+	45204	3562	1565	3561	1840	2265	4163	1983	863	1247	3098	2234	1695
gene3079	KK852542.1	1141854	1153122	+	11269	579	127	639	83	116	541	344	51	268	170	227	218
gene3080	KK852542.1	1160380	1170215	-	9836	2370	1063	1401	1865	1875	1706	1271	1570	834	1633	950	1282
gene3081	KK852542.1	1170711	1196859	+	26149	5456	1788	4758	2386	3251	4566	3510	1413	2280	3746	2296	2447
gene3082	KK852542.1	1199040	1205790	-	6751	2739	1049	1538	2142	3078	1760	1668	1884	1066	2067	1348	1474
gene3083	KK852542.1	1207871	1226040	+	18170	9086	4699	5818	5022	5188	7418	951	968	518	1015	1695	1059
gene3084	KK852542.1	1257840	1264417	+	6578	10856	5937	15322	7687	6376	19135	2244	4395	1613	6021	4377	2650
gene3085	KK852542.1	1283472	1372231	+	88760	29395	13560	19806	20118	24639	18825	7794	4728	4323	8880	5781	5582
gene3086	KK852542.1	1386579	1393603	+	7025	59	19	25	7	11	56	57	52	19	62	217	68
gene3087	KK852542.1	1406435	1416484	+	10050	72	13	44	6	12	29	40	7	32	58	189	16
gene3088	KK852542.1	1417385	1422460	+	5076	92	46	196	39	46	284	37	28	21	30	175	31
gene3089	KK852542.1	1460632	1502241	+	41610	13350	6045	17853	6595	7790	21969	3883	2201	2307	4594	10319	4143
gene3090	KK852542.1	1509354	1509515	+	162	0	1	2	1	0	2	1	0	1	0	10	0
gene3091	KK852542.1	1553835	1760115	+	206281	144371	80573	219783	110230	130799	273301	70899	63458	57619	116718	63885	87857
gene3092	KK852542.1	1766418	1790398	+	23981	1511	427	1035	645	604	855	964	553	674	898	510	523
gene3093	KK852542.1	1799142	1807644	-	8503	3882	2519	3531	1239	1687	4788	4378	2887	993	2490	2306	4975
gene3094	KK852542.1	1812316	1813789	+	1474	116	146	112	100	41	285	327	381	79	1130	326	241
gene3095	KK852542.1	1815868	1822507	+	6640	14	1	8	1	1	1	4	3	4	2	4	4
gene3096	KK852542.1	1823377	1834764	-	11388	63	10	29	14	14	14	25	8	22	3	1402	7
gene3097	KK852542.1	1901569	1909430	+	7862	56	21	187	23	24	162	43	11	47	52	48	36
gene3098	KK852542.1	1927586	1928065	-	480	511	301	277	614	650	408	439	702	170	675	531	471
gene3099	KK852543.1	1311	4796	+	3486	136	100	84	66	57	137	198	140	85	326	7	196
gene3100	KK852543.1	8047	14121	+	6075	2687	1139	1628	2050	2147	2000	1949	2250	1090	2554	1439	1986
gene3101	KK852543.1	14803	18737	-	3935	766	236	527	318	437	459	493	213	315	258	256	303
gene3102	KK852543.1	19497	21541	+	2045	652	234	359	295	460	407	392	251	213	271	301	420
gene3103	KK852543.1	26493	26777	-	285	24	11	26	9	14	22	26	3	8	17	20	18
gene3104	KK852543.1	31198	42473	+	11276	1458	539	936	1168	1383	801	1094	1759	680	1681	846	889
gene3105	KK852543.1	43532	44006	-	475	840	302	446	392	413	418	599	537	223	438	306	408
gene3106	KK852543.1	49133	50928	-	1796	2758	614	1210	975	1191	895	1557	672	1018	782	386	507
gene3107	KK852543.1	51670	52960	+	1291	333	84	165	195	199	181	218	233	151	241	98	141
gene3108	KK852543.1	56378	60374	+	3997	600	274	545	242	338	549	322	77	171	251	327	285
gene3109	KK852543.1	60407	63740	+	3334	627	241	343	362	497	358	371	254	237	341	304	268
gene3110	KK852543.1	68339	81965	-	13627	2544	931	1718	1134	1180	1633	1990	1304	934	1726	1120	1336
gene3111	KK852543.1	84557	89232	-	4676	4239	1311	2097	2575	2749	1868	3444	3870	1881	3629	1377	2356
gene3112	KK852543.1	91651	97165	+	5515	524	272	405	475	434	562	449	538	237	954	594	417
gene3113	KK852543.1	100925	102752	+	1828	194	77	168	80	66	161	124	48	67	156	130	54
gene3114	KK852543.1	107795	108797	+	1003	17	8	29	9	20	20	9	9	4	7	10	9
gene3115	KK852543.1	110195	114097	+	3903	817	318	563	621	552	511	831	1480	268	1207	565	659
gene3116	KK852543.1	125824	157459	-	31636	4467	1956	3859	2006	1362	4096	1852	646	832	1139	1255	1894
gene3117	KK852543.1	171725	172030	+	306	6	4	14	4	1	20	5	1	1	4	10	4
gene3118	KK852543.1	178160	182045	-	3886	1037	201	620	252	274	428	693	154	390	315	268	246
gene3119	KK852543.1	186014	189400	-	3387	399	144	262	214	235	286	305	186	148	355	369	305
gene3120	KK852543.1	193880	198862	+	4983	1126	448	903	548	470	1040	972	430	408	932	606	803
gene3121	KK852543.1	200160	201532	-	1373	12	8	20	6	7	25	11	10	8	51	5	13
gene3122	KK852543.1	217111	217726	-	616	12	17	10	28	16	6	20	21	12	51	37	12
gene3123	KK852543.1	219422	222674	+	3253	975	282	564	593	733	510	751	828	549	1123	519	566
gene3124	KK852543.1	225652	253917	+	28266	1362	616	1204	975	1003	1504	881	885	615	1775	699	727
gene3125	KK852543.1	258257	262036	+	3780	169	101	162	205	194	264	132	185	81	569	136	181
gene3126	KK852543.1	266440	266796	-	357	4	0	3	1	3	2	1	9	1	14	11	8
gene3127	KK852543.1	268547	275466	+	6920	240	123	185	193	341	182	524	1611	160	2473	404	597
gene3128	KK852543.1	277115	282450	+	5336	3045	632	1552	1160	1237	1290	2062	1359	1268	1173	618	1280
gene3129	KK852543.1	284651	285808	-	1158	4	2	4	6	4	8	6	9	3	8	24	3
gene3130	KK852543.1	289119	310017	+	20899	1790	561	1613	523	743	1488	888	403	331	752	502	790
gene3131	KK852543.1	320221	327686	+	7466	1242	416	879	628	650	835	803	388	395	1251	236	564
gene3132	KK852543.1	331068	339317	+	8250	3603	1066	2313	2447	2471	2028	2276	1347	1852	3436	1159	1374
gene3133	KK852543.1	348020	430160	+	82141	526	181	500	231	158	499	346	82	232	305	140	203
gene3134	KK852543.1	433386	434286	-	901	57	32	40	20	21	38	93	72	24	76	30	90
gene3135	KK852543.1	463913	481426	+	17514	439	129	492	76	83	482	361	62	131	185	510	170
gene3136	KK852543.1	487977	494455	+	6479	1730	620	1090	733	1023	1055	1220	1090	496	780	1008	1035
gene3137	KK852543.1	501692	506517	+	4826	50	19	28	29	59	26	29	19	10	68	47	17
gene3138	KK852543.1	506750	507136	-	387	15	10	6	19	30	8	10	6	6	28	25	6
gene3139	KK852543.1	556159	561690	-	5532	277	1	132	2	2	1	262	22	166	3	1	0
gene3140	KK852543.1	598315	604726	+	6412	30	7	27	5	2	24	28	3	11	13	12	4
gene3141	KK852543.1	620992	626970	+	5979	4560	2292	3857	3515	2314	4819	1276	760	712	1807	1755	1163
gene3142	KK852543.1	630782	639817	+	9036	5035	2405	2852	6902	3664	3892	1362	2368	1051	4778	2647	1243
gene3143	KK852544.1	10196	23645	+	13450	1010	456	1657	323	413	1886	523	94	271	512	482	477
gene3144	KK852544.1	26058	26723	+	666	380	158	189	164	202	227	221	75	89	171	96	83
gene3145	KK852544.1	26460	26897	-	438	137	44	78	72	107	83	98	56	54	91	57	63
gene3146	KK852544.1	167509	191579	+	24071	2720	1200	2013	1618	1965	2705	1724	1419	874	1617	443	1391
