# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/macaca_genome/Macaca_mulatta.Mmul_10.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "macacYN07-314_heart_rna_dupsRemoved.bam" "macacYN07-314_kidney_rna_dupsRemoved.bam" "macacYN07-314_liver_rna_dupsRemoved.bam" "macacYN07-314_lung_rna_dupsRemoved.bam" "macacYN07-315_heart_rna_dupsRemoved.bam" "macacYN07-315_kidney_rna_dupsRemoved.bam" "macacYN07-315_liver_rna_dupsRemoved.bam" "macacYN07-315_lung_rna_dupsRemoved.bam" "macacYN07-317_heart_rna_dupsRemoved.bam" "macacYN07-317_kidney_rna_dupsRemoved.bam" "macacYN07-317_liver_rna_dupsRemoved.bam" "macacYN07-317_lung_rna_dupsRemoved.bam" "macacYN07-330_heart_rna_dupsRemoved.bam" "macacYN07-330_kidney_rna_dupsRemoved.bam" "macacYN07-330_liver_rna_dupsRemoved.bam" "macacYN07-330_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	macacYN07-314_heart_rna_dupsRemoved.bam	macacYN07-314_kidney_rna_dupsRemoved.bam	macacYN07-314_liver_rna_dupsRemoved.bam	macacYN07-314_lung_rna_dupsRemoved.bam	macacYN07-315_heart_rna_dupsRemoved.bam	macacYN07-315_kidney_rna_dupsRemoved.bam	macacYN07-315_liver_rna_dupsRemoved.bam	macacYN07-315_lung_rna_dupsRemoved.bam	macacYN07-317_heart_rna_dupsRemoved.bam	macacYN07-317_kidney_rna_dupsRemoved.bam	macacYN07-317_liver_rna_dupsRemoved.bam	macacYN07-317_lung_rna_dupsRemoved.bam	macacYN07-330_heart_rna_dupsRemoved.bam	macacYN07-330_kidney_rna_dupsRemoved.bam	macacYN07-330_liver_rna_dupsRemoved.bam	macacYN07-330_lung_rna_dupsRemoved.bam
gene:ENSMMUG00000006069	10	98781695	98782726	+	1032	1	0	0	7	0	0	0	13	1	2	5	14	1	1	1	5
gene:ENSMMUG00000006070	10	98785057	98800236	-	15180	402	448	1057	2428	937	571	1412	5298	648	848	2613	4614	349	638	1147	3152
gene:ENSMMUG00000039256	10	98802528	98829060	-	26533	287	516	331	1055	494	621	499	1946	404	738	752	1728	341	595	466	1352
gene:ENSMMUG00000058868	10	98850155	98863103	-	12949	213	455	114	1032	483	610	152	1744	326	976	385	1403	178	467	109	945
gene:ENSMMUG00000000167	10	98868363	98905831	+	37469	287	704	460	1314	595	894	835	2491	384	1227	1440	2456	261	673	813	1457
gene:ENSMMUG00000050030	10	98885604	98887615	-	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000045470	10	98906359	98908139	+	1781	12	47	27	170	35	32	36	274	30	38	79	431	7	29	41	143
gene:ENSMMUG00000000169	10	98908192	98918518	-	10327	613	655	388	964	1054	747	534	1602	811	1090	905	1666	751	888	645	1286
gene:ENSMMUG00000000171	10	98917717	98948582	+	30866	278	1017	521	1025	522	1682	692	1776	445	2093	968	1797	376	1382	705	1353
gene:ENSMMUG00000050212	10	98946499	98949118	+	2620	0	0	8	1	0	3	9	2	0	22	18	1	0	3	12	1
gene:ENSMMUG00000020711	10	98949214	98954177	+	4964	478	769	763	644	693	871	1009	954	597	1102	1355	850	468	813	1032	588
gene:ENSMMUG00000020712	10	98952503	99048334	-	95832	666	677	258	1627	1108	896	452	2896	982	1252	751	2682	893	1001	444	1815
gene:ENSMMUG00000011854	10	99087506	99089558	+	2053	6	9	5	21	3	12	4	35	10	17	19	50	3	11	10	24
gene:ENSMMUG00000042458	10	99091509	99115778	+	24270	1783	2447	1312	3539	2619	2603	2163	5413	2306	3463	3400	5155	1899	2750	1913	3808
gene:ENSMMUG00000060407	10	99148077	99161117	+	13041	243	241	146	381	413	357	288	750	324	437	445	725	253	315	227	520
gene:ENSMMUG00000015551	10	99156908	99183195	-	26288	1720	2517	1320	3734	2917	1837	1334	4910	2938	2967	2493	5161	2466	3644	2439	5241
gene:ENSMMUG00000062004	10	99183535	99185375	-	1841	81	166	143	269	121	227	199	417	97	278	315	454	110	205	189	389
gene:ENSMMUG00000015556	10	99186691	99192634	-	5944	219	383	302	529	350	502	450	929	239	653	714	843	305	443	403	637
gene:ENSMMUG00000063240	10	99198174	99199981	+	1808	0	5	20	6	3	6	37	1	2	11	20	4	2	6	18	3
gene:ENSMMUG00000050571	10	99199710	99204746	-	5037	31	105	92	85	43	138	139	162	24	180	183	114	31	147	146	79
gene:ENSMMUG00000015558	10	99207061	99260253	+	53193	936	1565	1232	2567	1557	1992	1822	4476	1225	2293	2624	4264	1179	1840	1572	3344
gene:ENSMMUG00000055191	10	99265385	99267785	+	2401	9	4	2	27	11	7	5	59	5	9	5	52	2	8	5	38
gene:ENSMMUG00000050871	10	99277142	99278607	-	1466	105	23	163	145	121	33	76	363	111	54	96	336	57	45	219	268
gene:ENSMMUG00000018878	10	99290528	99300612	+	10085	233	228	107	554	479	246	163	1158	331	513	279	1232	252	314	97	819
gene:ENSMMUG00000058704	10	99301621	99313144	-	11524	99	164	125	796	174	234	148	1531	117	345	339	1492	103	305	170	1223
gene:ENSMMUG00000018876	10	99312365	99313562	-	1198	0	0	0	0	0	1	0	1	0	4	1	1	1	1	0	5
gene:ENSMMUG00000043739	10	99318778	99328265	+	9488	3	50	4	68	7	97	12	206	9	185	48	241	4	170	5	174
gene:ENSMMUG00000055922	10	99333661	99342451	-	8791	1	2	0	0	1	8	0	0	2	9	1	1	0	3	0	0
gene:ENSMMUG00000062427	10	99347950	99350368	-	2419	0	5	0	6	1	8	2	10	1	3	1	4	1	4	1	7
gene:ENSMMUG00000002315	10	99373305	99466143	+	92839	13	24	8	17	9	24	17	43	9	17	26	28	14	18	15	23
gene:ENSMMUG00000002316	10	99481880	99501519	+	19640	2077	1969	848	1807	3104	2802	1657	3420	2550	3514	2137	3356	2362	2602	1539	3121
gene:ENSMMUG00000053143	11	9821	28495	-	18675	938	2285	2045	3004	1757	2892	2902	4720	1357	3510	3411	3779	1220	2306	3022	3047
gene:ENSMMUG00000022067	11	70933	183486	+	112554	33	680	12	91	82	827	17	282	39	1646	39	180	20	445	33	131
gene:ENSMMUG00000061421	11	196047	268474	-	72428	88	2843	686	270	160	4414	1534	351	140	3865	1366	200	133	2799	1619	218
gene:ENSMMUG00000013653	11	268268	385743	-	117476	856	1736	761	1902	1700	2548	1480	3575	1388	3182	2124	3224	1183	2178	1191	2972
gene:ENSMMUG00000013892	11	399861	438858	+	38998	257	354	140	651	381	352	233	820	239	399	381	825	167	225	138	574
gene:ENSMMUG00000013894	11	457288	560694	+	103407	653	960	13	728	1171	1263	24	1196	1152	1302	53	676	972	1359	25	698
gene:ENSMMUG00000049234	11	563891	661422	-	97532	384	162	459	709	596	159	576	1186	691	253	708	734	469	200	398	739
gene:ENSMMUG00000018650	11	755719	912106	+	156388	4132	6563	3280	5527	6130	9096	4447	8701	5662	11683	6675	8647	4782	10601	4344	7403
gene:ENSMMUG00000018654	11	911886	948634	-	36749	421	587	301	1058	718	744	537	2120	582	1092	851	1865	516	623	430	1411
gene:ENSMMUG00000010933	11	1006452	1538198	+	531747	318	553	770	672	636	782	1072	1608	614	1112	1586	1589	567	695	1179	1543
gene:ENSMMUG00000001325	11	1585201	1708188	+	122988	61	128	77	243	179	173	169	530	112	250	253	525	186	191	251	500
gene:ENSMMUG00000019440	11	1621238	1650992	-	29755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000017262	11	1763900	1866553	+	102654	837	1692	3619	2311	1584	2477	4684	3663	1243	2641	5633	3543	1623	1861	4279	2760
gene:ENSMMUG00000017265	11	1870962	2002622	-	131661	28	80	93	173	83	94	80	340	40	97	149	287	26	92	99	182
gene:ENSMMUG00000063445	11	1897612	1914900	+	17289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000010992	11	2023387	2088942	-	65556	355	824	226	823	747	1178	468	1600	556	1080	438	1265	650	723	393	1172
gene:ENSMMUG00000012988	11	2140004	2787979	+	647976	2791	305	79	930	4986	327	108	1343	4511	476	150	1478	3522	457	124	1705
gene:ENSMMUG00000061504	11	2636618	2639725	-	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000007405	11	2900567	2910275	+	9709	1060	1062	1084	1446	1397	1493	1242	1872	1429	2000	2400	2400	1111	1463	1577	1910
gene:ENSMMUG00000007411	11	2917970	2939139	+	21170	992	1971	1036	2570	1831	2398	1551	3795	1349	2671	2180	3341	1350	2297	1337	2780
gene:ENSMMUG00000007424	11	2931138	2942131	-	10994	33	65	11	30	51	61	15	55	31	78	30	52	39	70	15	30
gene:ENSMMUG00000037675	11	2952009	2960952	-	8944	2	10	3	7	9	10	8	15	4	14	11	14	4	7	5	24
gene:ENSMMUG00000019385	11	2961471	2980311	-	18841	19	26	13	75	40	30	21	105	38	59	156	187	15	31	19	106
gene:ENSMMUG00000045026	11	2982993	2997569	+	14577	154	245	62	323	257	331	109	497	184	350	173	404	148	380	141	333
gene:ENSMMUG00000004172	11	2999051	3158978	+	159928	506	1754	211	1935	885	2679	323	3307	696	2501	485	3253	568	1471	351	2549
gene:ENSMMUG00000009251	11	3320740	3401800	+	81061	778	629	394	797	1274	839	685	1549	992	1320	882	1427	682	798	552	1100
gene:ENSMMUG00000044950	11	3402510	3403808	+	1299	627	519	326	694	971	606	536	1081	775	847	714	1067	598	603	507	926
gene:ENSMMUG00000040870	11	3595982	3596477	-	496	271	321	291	199	367	454	378	234	332	464	489	281	281	339	297	219
gene:ENSMMUG00000014168	11	3605504	3705845	+	100342	2	13	4	31	10	11	13	273	7	21	11	351	6	12	7	165
gene:ENSMMUG00000023583	11	3724929	3970124	-	245196	25	158	30	198	63	175	77	543	41	235	153	441	24	140	75	399
gene:ENSMMUG00000018273	11	3818854	3970226	-	151373	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000008546	11	4368867	4444086	+	75220	1522	386	232	1823	3369	353	229	3035	2269	423	389	3215	3106	454	286	2474
gene:ENSMMUG00000064833	11	4460786	4469527	-	8742	2	3	6	3	5	2	15	9	0	3	5	7	1	3	4	7
gene:ENSMMUG00000059529	11	4472815	4474337	-	1523	0	1	1	3	0	1	1	2	0	5	0	0	0	2	0	4
gene:ENSMMUG00000053967	11	4526445	4537967	-	11523	2	2	1	3	3	2	1	8	2	2	1	6	0	0	5	6
gene:ENSMMUG00000052270	11	4570931	4574821	+	3891	10	13	1	29	25	12	17	37	10	22	11	26	14	11	9	13
gene:ENSMMUG00000015188	11	4579216	4624646	-	45431	437	703	289	689	739	882	572	1076	550	1003	717	1085	556	678	409	854
gene:ENSMMUG00000015189	11	4624667	4647276	+	22610	15	41	12	84	48	46	21	119	18	40	59	125	9	22	18	83
gene:ENSMMUG00000020811	11	4647297	4701074	+	53778	12	24	13	38	23	40	40	88	14	36	63	96	17	31	31	89
gene:ENSMMUG00000020812	11	4703059	4738583	-	35525	47	120	50	62	107	259	170	163	56	249	149	103	57	179	77	99
gene:ENSMMUG00000020813	11	4742487	4879811	+	137325	1941	1833	970	1158	2982	2321	1443	1971	2414	2613	2095	1837	2300	2138	1333	1581
gene:ENSMMUG00000063966	11	4916356	4917948	+	1593	9	0	2	4	14	0	1	7	7	1	7	10	9	2	2	16
gene:ENSMMUG00000053174	11	5019482	5020969	+	1488	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	2
gene:ENSMMUG00000063847	11	5128862	5133727	+	4866	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
gene:ENSMMUG00000022887	11	5149713	5151530	+	1818	147	14	5	32	218	13	7	96	200	23	20	76	142	45	10	63
gene:ENSMMUG00000056181	11	5303067	5324327	-	21261	0	2	0	0	6	3	2	3	3	7	3	4	1	1	3	7
gene:ENSMMUG00000014646	11	5563756	5627918	+	64163	81	144	59	143	123	158	128	279	95	184	140	118	117	296	164	270
gene:ENSMMUG00000022893	11	5697443	6255440	-	557998	3597	515	479	6933	5133	482	736	12496	5344	607	1371	12080	3468	711	628	9270
gene:ENSMMUG00000061974	11	6321896	6323433	-	1538	0	2	1	3	1	3	1	1	1	0	1	0	1	1	2	1
gene:ENSMMUG00000004470	11	6329013	6367292	+	38280	597	1044	410	2004	982	1246	543	3555	1051	1631	817	3159	577	1271	360	2568
gene:ENSMMUG00000000375	11	6442753	6460796	+	18044	5	118	227	66	5	79	167	124	14	117	340	126	4	92	232	131
gene:ENSMMUG00000000377	11	6461065	6475061	-	13997	483	965	1631	1984	781	1258	1838	3328	703	1799	2813	3181	543	1255	1704	2441
gene:ENSMMUG00000020212	11	6485868	6520417	-	34550	93	3907	319	5228	217	5515	518	7286	134	6267	691	7415	133	5721	510	5717
gene:ENSMMUG00000020213	11	6529080	6536602	+	7523	576	1137	1329	1817	670	1343	1603	2688	685	1835	2537	2745	562	1278	1596	2192
gene:ENSMMUG00000053013	11	6558534	6559321	-	788	1	0	2	0	1	1	1	2	0	0	1	1	0	0	0	1
gene:ENSMMUG00000014265	11	6600199	6622628	+	22430	727	996	490	1389	1354	1255	861	2446	1050	1598	1647	2343	839	1329	878	1745
gene:ENSMMUG00000053354	11	6618090	6627458	-	9369	26	16	70	40	24	13	94	100	37	32	102	93	33	19	75	84
gene:ENSMMUG00000018676	11	6642524	6646278	-	3755	761	699	515	641	926	764	697	816	974	1134	1135	1118	824	784	732	822
gene:ENSMMUG00000018677	11	6648002	6682754	+	34753	704	445	328	621	833	619	552	1227	627	816	957	1263	681	535	523	978
gene:ENSMMUG00000018679	11	6685714	6689626	+	3913	2000	1800	1820	1777	2451	2122	1838	2514	2466	2555	2481	2396	2067	1921	1741	1995
gene:ENSMMUG00000018681	11	6691061	6707083	-	16023	813	462	734	2715	1389	722	1158	4295	1063	1023	2096	4242	837	917	1109	3531
gene:ENSMMUG00000018683	11	6707886	6719924	-	12039	399	614	458	825	769	879	782	1453	529	898	1206	1261	507	726	667	1048
gene:ENSMMUG00000018685	11	6721782	6760312	-	38531	2277	3162	1601	3566	4042	4235	2655	5784	3079	4612	3589	5027	3355	3754	2361	4536
gene:ENSMMUG00000017619	11	6771900	6791058	-	19159	18	15	17	72	20	22	24	128	29	33	42	78	18	24	11	81
gene:ENSMMUG00000016983	11	6793160	6801973	-	8814	1	3	3	26	2	4	6	68	1	6	9	60	1	1	5	35
gene:ENSMMUG00000016985	11	6805442	6819580	-	14139	305	675	272	978	618	755	431	1423	518	1041	748	1461	416	672	391	1085
gene:ENSMMUG00000016990	11	6824358	6849448	-	25091	697	1484	730	1957	1153	2069	1134	3307	941	2434	1721	3056	823	1711	927	2518
gene:ENSMMUG00000050979	11	6852155	6861037	-	8883	2	25	8	22	8	18	7	26	0	23	10	15	6	22	5	15
gene:ENSMMUG00000009583	11	6880584	6888978	+	8395	1078	1108	725	1229	1553	1410	1112	1858	1285	1565	1406	1633	1155	1255	922	1281
gene:ENSMMUG00000012206	11	6912334	6932497	-	20164	1100	1385	1267	1584	1655	1757	1683	2341	1403	1934	2099	2253	1269	1645	1603	1882
gene:ENSMMUG00000050151	11	6931703	6935216	+	3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000039070	11	6931955	6935966	+	4012	238	593	747	749	362	671	822	857	305	760	916	913	273	720	849	788
gene:ENSMMUG00000056979	11	6937836	6944465	+	6630	12	23	79	48	15	18	87	121	12	22	149	126	6	8	108	108
gene:ENSMMUG00000013202	11	6953489	6986328	+	32840	334	236	318	1297	414	324	448	1610	326	580	1051	2724	224	342	392	1999
gene:ENSMMUG00000049147	11	6987398	6993010	+	5613	140	38	31	667	212	71	59	1056	167	76	112	1159	86	73	44	774
gene:ENSMMUG00000005189	11	6992595	7005232	+	12638	149	285	76	765	221	212	109	924	149	305	166	1165	129	424	133	1069
gene:ENSMMUG00000005190	11	7006688	7013083	+	6396	81	155	38	668	95	132	43	733	77	177	81	830	76	240	56	850
gene:ENSMMUG00000005191	11	7014516	7017223	-	2708	6	18	3	15	12	9	11	40	3	26	57	37	3	18	26	25
gene:ENSMMUG00000005192	11	7017875	7035278	+	17404	1066	1234	981	1603	1597	1439	1206	2267	1347	1804	1900	2351	1152	1366	1243	1806
gene:ENSMMUG00000052852	11	7033328	7036711	+	3384	879	808	684	748	1061	879	825	936	958	963	1031	924	898	874	764	817
gene:ENSMMUG00000044556	11	7037080	7038774	-	1695	49	124	61	232	84	180	129	465	59	162	185	379	43	130	118	288
gene:ENSMMUG00000001781	11	7075520	7085211	+	9692	8	31	7	32	6	28	4	165	6	19	4	32	10	21	8	329
gene:ENSMMUG00000009443	11	7085449	7102398	+	16950	271	393	110	1014	291	320	131	1384	377	486	243	1122	344	440	150	1277
gene:ENSMMUG00000010201	11	7104797	7112749	+	7953	1501	1847	927	3342	2195	2353	1155	4628	1990	2837	1815	4663	1758	2438	1146	3859
gene:ENSMMUG00000064031	11	7115015	7119451	+	4437	501	542	585	683	615	672	677	934	626	842	956	1032	553	687	687	861
gene:ENSMMUG00000010203	11	7117926	7136716	+	18791	187	1040	640	2346	311	1334	1066	4284	189	1638	1786	3806	144	1290	843	2701
gene:ENSMMUG00000010205	11	7138705	7144940	-	6236	566	679	689	616	917	923	921	992	749	995	1348	920	588	742	798	789
gene:ENSMMUG00000010207	11	7145055	7150266	+	5212	219	409	188	418	384	559	301	596	292	581	491	556	250	433	218	457
gene:ENSMMUG00000010210	11	7150469	7192854	-	42386	1087	1633	2221	1491	1710	2317	2427	2603	1220	2092	3202	2252	1226	1675	2488	1732
gene:ENSMMUG00000012786	11	7249191	7294446	+	45256	861	2601	9317	3159	1426	1988	11368	3773	1762	3156	12166	4193	846	2711	10603	3174
gene:ENSMMUG00000006470	11	7269453	7281461	-	12009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000008897	11	7313044	7327262	-	14219	356	888	3306	1780	709	1114	4757	2960	500	1378	5987	2666	270	1006	3741	1725
gene:ENSMMUG00000059276	11	7341750	7348281	-	6532	10	1506	1600	95	90	1772	1884	196	141	1942	2293	186	49	1688	1947	147
gene:ENSMMUG00000008899	11	7348379	7378096	+	29718	160	1772	1497	218	277	2208	1706	374	284	2609	4228	514	138	1999	2273	378
gene:ENSMMUG00000004242	11	7407751	7438583	+	30833	461	1579	1654	902	945	2429	2781	1567	671	2704	3799	1488	603	1777	2026	1300
gene:ENSMMUG00000022109	11	7467362	7644990	-	177629	256	451	239	640	328	482	444	875	209	637	690	1130	244	672	474	785
gene:ENSMMUG00000022106	11	7487507	7511667	+	24161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000005150	11	7681172	7715817	-	34646	326	262	691	2006	519	343	1656	3858	522	799	2524	4532	352	516	1164	1977
gene:ENSMMUG00000051090	11	7870741	7879961	-	9221	0	0	0	7	2	13	4	4	2	7	1	6	1	6	4	3
gene:ENSMMUG00000052679	11	7900068	7906395	-	6328	6	6	1	3	3	2	2	9	3	3	3	1	3	6	2	1
gene:ENSMMUG00000054918	11	7915427	7917101	-	1675	0	0	1	3	0	3	0	3	0	5	1	1	0	0	1	0
gene:ENSMMUG00000054484	11	7918225	7919819	+	1595	0	0	0	0	1	1	1	2	0	1	2	3	1	1	2	2
gene:ENSMMUG00000064919	11	7921862	7927271	+	5410	4	3	1	3	4	10	5	10	4	3	1	11	4	4	9	5
gene:ENSMMUG00000039118	11	7935480	7955068	-	19589	9	11	7	18	11	24	23	67	7	27	31	36	8	12	24	47
gene:ENSMMUG00000032158	11	8003249	8009042	+	5794	2	1	1	6	1	2	1	3	1	6	1	3	17	4	4	9
gene:ENSMMUG00000000439	11	8040449	8125155	-	84707	64	41	33	187	144	74	59	495	127	76	103	286	68	73	66	239
gene:ENSMMUG00000054552	11	8698945	8699904	+	960	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0
gene:ENSMMUG00000048744	11	8714979	8717087	-	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
gene:ENSMMUG00000053225	11	8749582	8750493	+	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000061774	11	8905329	8906937	+	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000054325	11	8921883	8922815	+	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000055681	11	8924973	8925929	+	957	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000055103	11	8929390	8930346	+	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000022469	11	9036800	9058785	+	21986	1100	1424	660	1699	1630	1945	1310	3086	2027	2870	2110	3767	1416	1799	1036	3363
gene:ENSMMUG00000015484	11	9130746	9145456	+	14711	27	23	0	26	33	18	5	24	22	23	9	113	23	14	2	74
gene:ENSMMUG00000005082	11	9152085	9159752	+	7668	123	181	125	249	155	180	168	392	130	217	249	386	121	190	157	362
gene:ENSMMUG00000005081	11	9167580	9176255	+	8676	9	30	9	67	29	42	18	137	23	33	35	94	4	32	18	62
gene:ENSMMUG00000050862	11	9275413	9338993	+	63581	21	18	41	293	40	56	116	1001	97	67	303	708	44	113	163	1148
gene:ENSMMUG00000018305	11	9358452	9375975	+	17524	11	14	11	82	7	11	39	211	7	32	86	158	4	19	33	186
gene:ENSMMUG00000018298	11	9372037	9397169	-	25133	70	130	90	776	128	124	241	1920	50	216	633	1759	64	200	229	1790
gene:ENSMMUG00000002197	11	9488551	9498825	-	10275	1671	2488	1765	1812	2343	3068	2872	2839	2587	3658	4208	2563	2217	3145	2533	2454
gene:ENSMMUG00000058987	11	9520355	9530657	-	10303	7	1231	3	6	36	2237	9	44	14	1897	12	25	17	2271	10	31
gene:ENSMMUG00000002191	11	9537851	9551779	+	13929	36	645	14	1618	130	1075	51	3165	96	901	94	2757	125	1119	77	1915
gene:ENSMMUG00000002192	11	9579044	9591398	+	12355	27	78	37	521	42	92	62	944	23	117	126	683	26	106	50	648
gene:ENSMMUG00000005832	11	9613306	9642599	+	29294	300	204	176	1224	509	236	350	2226	381	361	701	1926	319	334	274	1962
gene:ENSMMUG00000005833	11	9647512	9661371	-	13860	12	16	6	105	39	26	9	255	27	16	28	167	20	26	15	145
gene:ENSMMUG00000002955	11	9672834	9719666	+	46833	2	1	46	321	9	6	48	457	6	10	89	467	2	4	50	343
gene:ENSMMUG00000002954	11	9689636	9699801	-	10166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000064944	11	9724877	9742542	-	17666	33	58	103	401	52	71	125	784	39	230	380	1212	8	33	46	441
gene:ENSMMUG00000015305	11	9778278	9801617	+	23340	0	3	1	11	2	3	0	15	2	2	3	15	0	9	2	9
gene:ENSMMUG00000041703	11	9811113	9837299	-	26187	3	15	9	38	10	14	19	98	6	4	45	93	3	6	15	64
gene:ENSMMUG00000056557	11	9835045	9850204	+	15160	4	9	5	31	13	10	5	69	5	11	14	46	3	11	7	42
gene:ENSMMUG00000015299	11	9841448	9874215	-	32768	15	23	33	207	38	34	89	658	24	85	225	574	23	47	106	563
gene:ENSMMUG00000015297	11	9924995	9933506	+	8512	12	24	17	431	19	55	26	693	5	66	68	686	17	37	30	1004
gene:ENSMMUG00000045446	11	9946290	9952652	+	6363	26	6	4	8	58	4	5	44	51	8	8	23	85	11	3	58
gene:ENSMMUG00000015293	11	9985542	10011219	-	25678	70	49	21	370	108	87	80	831	55	151	219	663	52	117	107	889
gene:ENSMMUG00000044047	11	10090510	10102780	+	12271	13	18	65	212	31	30	109	445	17	74	245	453	8	30	134	371
gene:ENSMMUG00000002144	11	10138615	10184581	+	45967	1	18	1	4	9	48	9	17	1	46	11	16	4	21	12	193
gene:ENSMMUG00000022864	11	10268679	10299518	-	30840	17	59	27	126	65	183	89	487	47	366	226	492	18	98	51	172
gene:ENSMMUG00000056741	11	10300146	10449026	+	148881	124	382	89	444	303	696	342	1018	307	1152	510	919	146	485	137	719
gene:ENSMMUG00000003238	11	10545468	10721530	+	176063	2993	3293	18159	13049	4273	3992	26634	16389	4616	5725	27089	14561	3404	5408	21638	13569
gene:ENSMMUG00000001418	11	10747490	10767060	-	19571	11	11	25	123	20	16	51	298	17	39	131	321	15	27	44	263
gene:ENSMMUG00000017846	11	10801106	10810917	+	9812	1898	2216	1235	2894	2863	2793	1997	4321	2288	2954	2402	3970	2374	2503	1646	3499
gene:ENSMMUG00000017843	11	10810937	10836836	-	25900	858	719	188	1038	1456	1033	395	1811	852	1337	486	1718	1050	960	356	1484
gene:ENSMMUG00000022680	11	10887120	10940262	-	53143	13	19	7	26	18	30	17	35	18	23	23	52	18	23	26	34
gene:ENSMMUG00000022676	11	10969319	11074086	-	104768	703	1233	210	2376	1233	1605	300	3682	1069	1950	385	3521	933	1630	252	3134
gene:ENSMMUG00000010747	11	11092997	11107816	+	14820	365	16	5	16	421	12	5	56	327	27	4	85	242	24	5	69
gene:ENSMMUG00000019134	11	11142238	11150656	+	8419	0	3	1	0	0	3	1	1	0	6	0	1	0	1	0	2
gene:ENSMMUG00000013706	11	11263905	11270262	+	6358	2	0	7	148	1	4	9	177	3	4	10	286	5	3	5	276
gene:ENSMMUG00000013703	11	11283307	11290783	-	7477	1	0	0	58	0	0	0	7	0	0	1	40	0	0	1	26
gene:ENSMMUG00000013698	11	11336721	11362012	-	25292	7	13	12	78	9	12	15	115	15	20	27	106	9	17	14	60
gene:ENSMMUG00000051173	11	11380683	11397341	-	16659	49	92	120	530	75	122	240	849	72	241	396	1075	41	122	186	621
gene:ENSMMUG00000015253	11	11419388	11435566	-	16179	383	680	416	952	715	906	748	1536	595	1040	1033	1436	572	868	619	1277
gene:ENSMMUG00000032156	11	11457245	11462817	+	5573	44	58	65	411	70	73	118	794	81	160	304	917	40	93	113	642
gene:ENSMMUG00000015256	11	11466012	11490796	-	24785	902	1095	586	1996	1524	1509	1106	3709	1135	1958	1754	3480	1069	1450	1118	2742
gene:ENSMMUG00000046124	11	11509665	11593910	+	84246	314	140	55	590	921	194	100	1331	620	285	157	973	248	314	103	995
gene:ENSMMUG00000021005	11	12355286	12356185	-	900	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene:ENSMMUG00000056428	11	12366350	12367279	-	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene:ENSMMUG00000055742	11	12383276	12384202	-	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene:ENSMMUG00000050696	11	12395507	12396436	-	930	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
gene:ENSMMUG00000054225	11	12445817	12446746	-	930	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
gene:ENSMMUG00000042870	11	12474482	12482569	-	8088	6	17	7	35	10	46	23	40	10	67	41	64	2	34	26	54
gene:ENSMMUG00000053021	11	12594469	12596031	+	1563	3	6	4	7	6	9	12	15	2	14	9	15	6	4	13	16
gene:ENSMMUG00000049431	11	12603425	12604369	-	945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
gene:ENSMMUG00000055308	11	12688003	12746236	-	58234	3	8	21	14	6	14	43	16	0	15	23	10	2	9	42	12
gene:ENSMMUG00000064931	11	12756293	12760120	+	3828	3	3	3	1	2	4	4	2	3	5	3	6	1	7	3	3
gene:ENSMMUG00000041623	11	12766437	12768427	-	1991	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000014370	11	13039096	13284223	+	245128	331	291	243	873	612	358	404	1569	443	555	623	1413	304	344	279	1250
